,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
989,600199,金种子酒,白酒,安徽,241.53,5.56,5.56,298840.94,175701.02,57862.03,70080.28,1.26,0.011000000000000001,4.04,1.29,19980812,85068.4,1.53,-4.19,18.0,49.03,1.09,71075.0
990,600801,华新水泥,水泥,湖北,7.1,9.73,14.98,3097667.0,883935.13,1548682.5,251025.2,1.68,1.381,9.05,2.17,19940103,879916.81,5.88,26.76,184.07,37.76,17.4,50183.0
991,603822,嘉澳环保,环境保护,浙江,31.9,0.41,0.73,138229.67,74505.92,30705.19,25516.35,3.48,0.39,9.49,2.62,20160428,32855.93,4.48,21.52,76.93,14.15,6.08,12386.0
992,600691,阳煤化工,农药化肥,山西,22.29,17.56,17.57,4248489.0,1741189.25,2009804.25,297271.38,1.69,0.059000000000000004,2.24,1.17,19931119,-87113.8,-0.5,-13.6,69.19,14.15,1.12,50186.0
993,002071,长城影视,影视音像,江苏,20.71,5.18,5.25,368939.72,160577.86,29551.8,-60901.92,-1.16,0.127,1.37,3.83,20061012,80275.46,1.53,118.53,2.41,36.18,11.56,38599.0
994,603607,京华激光,造纸,浙江,29.73,0.32,1.28,84221.06,61932.65,12347.03,42403.89,3.33,0.331,5.59,3.52,20171025,15203.95,1.19,0.17,-1.23,30.23,16.22,17940.0
995,002428,云南锗业,小金属,云南,282.97,6.44,6.53,191622.02,50307.84,89687.81,32846.96,0.5,0.012,2.28,2.89,20100608,42231.1,0.65,15.83,192.94,24.83,3.8,54642.0
996,000809,铁岭新城,区域地产,辽宁,192.34,8.25,8.25,589489.94,553169.56,20736.22,3199.37,0.04,0.006999999999999999,3.77,0.7,19980616,205703.66,2.49,33.69,107.07,-24.12,47.31,29415.0
997,000020,深华发Ａ,元器件,深圳,603.71,1.81,2.83,59359.9,31303.08,8434.61,14658.72,0.52,0.01,1.14,10.43,19920428,-18367.39,-0.65,-22.41,30.13,11.26,0.82,27697.0
998,603637,镇海股份,建筑施工,浙江,64.46,0.43,1.74,92980.36,83126.81,5600.24,25298.38,1.45,0.10300000000000001,4.12,3.22,20170208,20986.25,1.21,160.06,9.41,12.88,7.65,9381.0
999,002026,山东威达,机械基件,山东,13.78,3.7,4.2,306937.94,194164.77,67495.09,124234.95,2.96,0.193,5.71,0.93,20040727,64043.65,1.52,18.88,4.29,25.17,10.39,24019.0
1000,601666,平煤股份,煤炭开采,河南,15.23,23.61,23.61,4417246.5,1562234.75,2509644.25,279345.56,1.18,0.131,5.34,0.75,20061123,528337.5,2.24,-11.74,-50.46,18.74,3.26,96423.0
1001,000637,茂化实华,石油加工,广东,44.72,3.66,5.2,137507.56,88295.92,35350.31,697.15,0.01,0.045,1.78,2.24,19961114,19268.92,0.37,-10.08,-55.65,5.04,1.17,39032.0
1002,300715,凯伦股份,其他建材,江苏,51.5,0.32,1.3,64633.8,47413.05,13878.67,13693.37,1.06,0.195,3.03,6.62,20171026,11305.45,0.87,40.49,34.91,36.67,10.26,12666.0
1003,603968,醋化股份,化工原料,江苏,18.81,2.04,2.04,198782.3,122721.4,57669.18,39697.4,1.94,0.462,6.57,2.65,20150518,60985.5,2.98,32.46,23.89,19.14,9.19,13349.0
1004,600095,哈高科,区域地产,黑龙江,0.0,3.61,3.61,102575.06,46440.05,18046.1,26740.84,0.74,-0.035,1.98,2.03,19970708,5150.05,0.14,8.27,-8.64,31.0,-18.32,48313.0
1005,600551,时代出版,出版业,安徽,11.91,5.06,5.06,678523.38,480166.56,69529.9,134424.77,2.66,0.33799999999999997,9.27,0.87,20020905,243703.16,4.82,-16.58,11.61,12.68,5.79,17832.0
1006,002497,雅化集团,化工原料,四川,25.21,8.15,9.6,474081.19,177032.47,100410.86,37046.19,0.39,0.16,2.77,2.91,20101109,111393.77,1.16,32.73,21.16,32.41,11.23,116000.0
1007,601878,浙商证券,证券,浙江,27.88,12.09,33.33,5695548.0,0.0,93385.25,398078.09,1.19,0.12,4.04,1.66,20170626,410737.03,1.23,-14.38,-23.85,0.0,22.74,86072.0
1008,600679,上海凤凰,文教休闲,上海,141.41,1.91,4.02,183219.05,66342.99,13177.9,76253.36,1.9,0.048,3.33,4.04,19931008,9850.57,0.24,-55.72,-55.44,19.54,5.41,45375.0
1009,600854,春兰股份,家用电器,江苏,9.36,5.19,5.19,253831.63,130512.4,27146.2,153395.81,2.95,0.217,3.95,1.03,19940425,-51976.75,-1.0,131.87,39.27,27.48,22.47,34267.0
1010,300210,森远股份,专用机械,辽宁,35.75,3.52,4.84,221311.84,123442.32,29838.02,19352.76,0.4,0.057,2.72,1.49,20110426,59026.71,1.22,6.61,6.03,38.66,12.59,11715.0
1011,603020,爱普股份,食品,上海,23.96,3.2,3.2,220389.2,175075.17,19608.52,80285.5,2.51,0.17,5.95,1.37,20150325,68852.81,2.15,3.56,-39.67,17.25,4.4,22553.0
1012,300482,万孚生物,生物制药,广东,35.97,2.22,3.43,261008.02,181346.55,27767.75,104346.21,3.04,0.473,5.53,6.14,20150630,65628.68,1.91,78.52,48.37,60.69,20.25,10019.0
1013,002883,中设股份,建筑施工,江苏,34.8,0.31,0.87,47493.26,42910.28,2141.37,22233.6,2.57,0.293,4.69,4.35,20170620,13651.45,1.58,29.07,21.15,43.34,18.95,8505.0
1014,600864,哈投股份,证券,黑龙江,0.0,15.78,21.09,4265368.0,2986772.5,236963.22,749528.5,3.55,-0.054000000000000006,6.26,0.65,19940809,194906.66,0.92,5.4,-144.98,18.88,-16.24,36628.0
1015,002038,双鹭药业,生物制药,北京,33.38,5.67,6.85,458262.06,301453.31,44112.07,747.37,0.01,0.511,6.24,5.47,20040909,313762.81,4.58,110.41,50.44,84.27,35.71,34555.0
1016,603556,海兴电力,电器仪表,浙江,20.84,1.68,4.95,632522.44,499239.94,37867.87,251619.72,5.08,0.39,9.66,1.42,20161110,170912.77,3.45,-12.23,-40.13,41.21,13.8,27345.0
1017,300328,宜安科技,铝,广东,66.04,4.1,4.6,181714.94,96592.4,50490.85,45930.56,1.0,0.052000000000000005,2.61,2.63,20120619,24793.48,0.54,14.04,13.56,25.35,5.94,19819.0
1018,002441,众业达,批发业,广东,14.93,3.92,5.45,530842.25,417691.53,42741.21,187445.16,3.44,0.23,6.68,1.03,20100706,111931.02,2.05,15.1,-3.03,11.77,3.21,34518.0
1019,600193,*ST创兴,装修装饰,上海,541.31,4.25,4.25,28574.64,7581.75,9.64,14026.7,0.33,0.003,0.43,6.4,19990527,-43167.23,-1.01,3.8,100.94,13.11,4.01,44528.0
1020,600026,中远海能,水运,上海,0.0,27.36,40.32,6186338.0,817833.44,4635191.0,759928.56,1.88,-0.054000000000000006,6.84,0.6,20020523,1308672.25,3.25,1.6,-125.33,9.6,-4.22,114144.0
1021,002105,信隆健康,文教休闲,深圳,197.96,3.69,3.69,145576.2,88755.43,45868.34,6092.15,0.17,0.01,1.38,2.98,20070112,1998.76,0.05,-25.86,-87.61,13.39,0.57,29048.0
1022,000761,本钢板材,普钢,辽宁,10.57,27.36,38.75,6403311.5,3702920.5,2273971.0,1234321.0,3.19,0.195,4.87,0.85,19980115,166634.61,0.43,13.04,44.56,11.25,3.23,66016.0
1023,600012,皖通高速,路桥,安徽,8.22,11.66,16.59,1446131.38,267416.59,86478.1,28052.33,0.17,0.335,5.76,0.96,20030107,668400.88,4.03,4.96,5.96,56.78,37.86,31111.0
1024,600901,江苏租赁,多元金融,江苏,16.03,6.4,29.87,5677630.0,0.0,46108.18,431590.75,1.45,0.23,3.49,1.98,20180301,207226.27,0.69,0.0,0.0,0.0,54.29,178341.0
1025,300453,三鑫医疗,医疗保健,江西,46.26,0.92,1.59,71886.68,30093.73,30788.52,16244.6,1.02,0.10400000000000001,3.65,2.64,20150515,22735.4,1.43,33.11,-17.43,28.83,6.71,14118.0
1026,000795,英洛华,矿物制品,山西,124.69,8.86,11.34,275510.44,195744.8,57891.85,107166.2,0.95,0.017,1.85,2.24,19970808,-16002.1,-0.14,12.59,-63.9,23.88,2.05,96190.0
1027,300626,华瑞股份,电气设备,浙江,33.04,0.94,1.8,92978.27,62146.2,24878.76,13015.75,0.72,0.125,2.77,3.0,20170320,18199.63,1.01,8.33,-13.06,17.79,5.4,7580.0
1028,002796,世嘉科技,专用机械,江苏,90.01,0.3,1.03,184799.13,86729.53,25690.84,96998.49,9.45,0.14,11.38,2.07,20160510,10724.83,1.04,103.31,-7.19,15.0,2.46,18044.0
1029,000953,ST河化,农药化肥,广西,0.0,2.94,2.94,57186.8,7342.18,48598.46,12456.82,0.42,-0.24100000000000002,-0.16,-26.19,19991202,-50587.23,-1.72,-0.73,-394.94,-21.76,-44.7,24888.0
1030,603969,银龙股份,其他建材,天津,45.68,5.8,5.8,231479.45,172544.88,25781.53,49153.43,0.85,0.076,2.79,2.48,20150227,45553.37,0.79,7.32,-29.92,15.42,4.37,41429.0
1031,002244,滨江集团,区域地产,浙江,11.15,27.03,31.11,7665415.0,7011186.5,22640.77,233431.5,0.75,0.187,4.68,0.89,20080529,823769.63,2.65,92.33,-36.95,27.7,6.07,47330.0
1032,601163,三角轮胎,汽车配件,山东,24.89,2.8,8.0,1470372.5,920500.31,402422.78,522507.19,6.53,0.251,11.37,1.1,20160909,223588.34,2.79,-9.86,-26.06,20.85,5.46,72434.0
1033,002172,澳洋科技,化纤,江苏,78.5,6.94,7.76,705583.0,372761.06,172718.25,115329.45,1.49,0.027000000000000003,2.44,1.71,20070921,-7059.32,-0.09,-0.86,-78.66,7.38,0.8,49407.0
1034,300349,金卡智能,软件服务,浙江,18.71,3.36,4.29,412958.5,224158.25,29285.95,178995.38,4.17,0.49,7.4,2.44,20120817,93040.5,2.17,44.32,119.53,48.62,23.49,11294.0
1035,600892,大晟文化,影视音像,深圳,275.91,2.52,5.59,251886.38,68227.55,844.78,115622.05,2.07,0.015,3.54,2.36,19960315,25403.42,0.45,0.97,-75.67,91.81,8.42,8730.0
1036,002685,华东重机,工程机械,江苏,13.91,5.6,10.08,572110.19,303260.56,22876.89,302508.56,3.0,0.25,4.54,1.53,20120612,49840.76,0.49,80.27,1206.11,12.66,7.22,41200.0
1037,300040,九洲电气,电气设备,黑龙江,19.07,2.33,3.43,392567.72,201632.06,114049.3,79786.15,2.33,0.146,5.58,1.0,20100108,70166.46,2.05,-23.09,-34.58,26.77,8.99,21531.0
1038,002691,冀凯股份,专用机械,河北,213.06,3.39,3.4,95363.2,68233.13,18956.59,30227.85,0.89,0.02,2.55,3.28,20120731,19474.72,0.57,31.54,14.31,33.12,3.91,19603.0
1039,600755,厦门国贸,商贸代理,福建,5.54,18.16,18.16,8519601.0,7378537.5,158615.17,302734.16,1.67,0.44,6.53,1.07,19961003,647749.88,3.57,27.71,44.88,4.57,1.31,138808.0
1040,603999,读者传媒,出版业,甘肃,114.66,2.3,5.76,197443.42,118286.07,23567.22,28048.4,0.49,0.024,2.92,1.91,20151210,72145.38,1.25,-4.68,-59.96,20.08,4.55,39162.0
1041,603035,常熟汽饰,汽车配件,江苏,7.31,1.72,2.8,406638.75,129000.77,85183.71,113690.07,4.06,0.9540000000000001,8.71,1.6,20170105,93527.49,3.34,16.69,121.87,22.27,39.2,21738.0
1042,300219,鸿利智汇,元器件,广东,14.88,5.44,7.13,511497.06,225203.05,109186.55,109071.25,1.53,0.32799999999999996,3.98,2.46,20110518,101377.06,1.42,18.4,33.61,22.8,12.16,21764.0
1043,300195,长荣股份,轻工机械,天津,23.39,3.03,4.33,544019.13,262654.88,64644.85,280557.69,6.47,0.209,8.64,1.13,20110329,55069.82,1.27,36.09,23.38,43.04,13.51,18450.0
1044,600802,福建水泥,水泥,福建,7.11,3.82,3.82,382825.03,68297.18,210286.55,21390.35,0.56,0.59,2.0,4.19,19940103,-18703.74,-0.49,68.79,622.93,34.1,17.78,43997.0
1045,300239,东宝生物,生物制药,内蒙,57.93,4.45,4.64,107461.02,39502.6,48144.42,15796.55,0.34,0.036000000000000004,1.58,2.65,20110706,9396.12,0.2,41.9,38.21,20.9,7.29,20971.0
1046,002724,海洋王,半导体,深圳,60.1,3.32,7.2,192346.81,139979.52,42074.51,5646.85,0.08,0.047,2.42,2.31,20141104,87260.77,1.21,18.33,103.42,67.85,6.83,19158.0
1047,300147,香雪制药,中成药,广东,42.97,6.6,6.61,969776.63,520009.69,151797.22,213432.55,3.23,0.081,5.22,1.34,20101215,60778.67,0.92,10.36,10.75,33.12,4.36,35030.0
1048,600787,中储股份,仓储物流,天津,97.66,18.6,22.0,2007748.0,1017636.31,241801.95,362671.41,1.65,0.036000000000000004,4.84,1.45,19970121,312520.19,1.42,11.27,-19.72,4.71,0.57,57585.0
1049,300523,辰安科技,软件服务,北京,86.91,1.03,1.44,142007.92,120381.0,12781.94,40365.45,2.8,0.379,6.29,10.46,20160726,34398.48,2.39,96.74,941.51,62.48,18.55,10850.0
1050,000505,京粮控股,食品,海南,32.1,3.6,6.86,633443.19,415143.16,130700.52,159254.16,2.32,0.087,3.15,1.78,19921221,-23919.25,-0.35,10.88,0.42,8.36,1.65,37499.0
1051,300194,福安药业,化学制药,重庆,14.5,5.98,11.9,472669.09,152574.67,94978.86,223090.27,1.88,0.145,3.55,1.18,20110322,74601.4,0.63,52.25,-4.8,63.1,12.04,25689.0
1052,600223,鲁商置业,区域地产,山东,31.38,10.01,10.01,4724537.0,4640906.5,40221.2,29683.64,0.3,0.045,2.37,1.18,20000113,97789.63,0.98,0.17,15.91,17.99,1.97,30323.0
1053,600403,大有能源,煤炭开采,河南,11.25,23.91,23.91,1659403.75,739455.5,686467.5,32854.75,0.14,0.188,3.07,1.38,20031009,401181.38,1.68,15.47,54.8,33.77,11.59,21790.0
1054,000802,北京文化,影视音像,北京,80.51,3.85,7.23,543426.31,344417.41,3658.9,317488.22,4.39,0.061,6.65,1.48,19980108,86635.18,1.2,82.03,14.43,46.66,14.57,59234.0
1055,002301,齐心集团,文教休闲,深圳,32.5,6.4,6.42,485993.91,305975.44,42803.65,117277.85,1.83,0.17300000000000001,3.92,2.87,20091021,67137.9,1.05,25.78,38.47,20.32,6.59,11803.0
1056,600732,ST新梅,区域地产,上海,0.0,4.46,4.46,52488.68,14847.95,418.97,1464.42,0.03,-0.013000000000000001,1.0,4.25,19960816,-4343.52,-0.1,-32.02,-108.38,-3.29,-28.94,19685.0
1057,600295,鄂尔多斯,小金属,内蒙,15.66,6.12,10.32,5189498.0,2223332.75,2114204.0,144173.3,1.4,0.27,7.91,1.07,20010426,493542.06,4.78,7.36,65.22,28.74,2.67,70702.0
1058,600189,吉林森工,林业,吉林,56.58,4.04,7.17,642002.81,271334.97,96949.92,194994.42,2.72,0.037000000000000005,4.12,1.03,19981007,26114.24,0.36,84.75,338.17,41.1,4.09,26309.0
1059,603598,引力传媒,影视音像,北京,38.0,2.68,2.71,213986.97,146200.72,587.4,1819.9,0.07,0.13,1.98,5.01,20150527,28759.69,1.06,79.24,71.02,8.04,2.01,27000.0
1060,603328,依顿电子,元器件,广东,19.08,9.92,9.98,575969.56,471688.66,93124.32,101235.15,1.01,0.259,4.94,2.01,20140701,262945.72,2.64,-3.65,2.52,29.03,17.16,17926.0
1061,300303,聚飞光电,半导体,深圳,21.38,10.22,12.5,340115.56,230639.16,58515.41,1423.7,0.01,0.066,1.47,1.93,20120319,48065.12,0.38,38.13,14.95,19.68,7.35,49812.0
1062,002518,科士达,电器仪表,深圳,13.54,5.54,5.89,371043.31,274786.09,54911.07,53499.05,0.91,0.261,3.92,1.81,20101207,113230.55,1.92,7.86,3.44,32.15,13.27,19185.0
1063,000598,兴蓉环境,水务,四川,11.94,29.86,29.86,1903080.25,353113.69,788150.5,177996.69,0.6,0.17800000000000002,3.34,1.27,19960529,492015.69,1.65,10.54,17.12,44.69,27.62,155651.0
1064,002772,众兴菌业,种植业,甘肃,35.74,2.54,3.73,404546.69,163480.48,135300.11,155163.84,4.16,0.1,6.58,1.08,20150626,54955.23,1.47,29.68,-41.92,23.59,8.94,36815.0
1065,600908,无锡银行,银行,江苏,9.09,8.04,18.48,13993874.0,0.0,88047.3,95487.3,0.52,0.313,5.21,1.09,20160923,77369.2,0.42,14.15,10.87,0.0,36.58,62396.0
1066,300429,强力新材,化工原料,江苏,41.62,1.41,2.71,184677.98,98509.11,30216.59,74626.32,2.75,0.3,5.51,4.39,20150324,45156.89,1.67,15.58,6.24,41.66,21.71,8124.0
1067,000885,同力水泥,水泥,河南,8.6,4.48,4.96,791210.81,64086.76,580765.88,5521.35,0.11,0.579,4.33,2.3,19990319,121504.07,2.45,-64.61,-24.89,59.85,30.95,48228.0
1068,603002,宏昌电子,化工原料,广东,37.9,6.1,6.14,173380.48,111416.01,57119.44,9995.51,0.16,0.057,1.78,2.41,20120518,32695.11,0.53,61.84,99.07,10.96,4.15,35731.0
1069,300109,新开源,化工原料,河南,35.41,1.11,2.21,207129.88,52206.7,34252.82,84660.71,3.84,0.242,5.61,3.06,20100825,29265.76,1.33,33.8,4.39,46.67,17.31,13252.0
1070,600381,青海春天,医疗保健,青海,25.47,5.83,5.88,252492.16,186065.16,10224.92,19072.84,0.32,0.13,3.8,1.89,20010508,146601.05,2.49,-13.61,-2.3,29.78,43.77,44409.0
1071,603655,朗博科技,汽车配件,江苏,46.11,0.27,1.06,50602.78,34216.31,14195.76,28401.9,2.68,0.187,4.54,3.79,20171229,8334.78,0.79,0.71,18.18,45.03,21.73,14894.0
1072,601010,文峰股份,超市连锁,江苏,16.18,18.48,18.48,612074.19,154518.59,336044.28,84157.55,0.46,0.08900000000000001,2.4,1.2,20110603,134909.45,0.73,-3.88,-4.43,20.11,4.74,138283.0
1073,002865,钧达股份,汽车配件,海南,44.73,0.38,1.22,165642.52,94321.74,36570.64,38477.85,3.16,0.21,6.98,2.69,20170425,33692.68,2.77,-5.65,18.87,26.0,5.48,18511.0
1074,000905,厦门港务,港口,福建,102.4,5.31,5.31,820631.56,255021.16,347819.72,795.47,0.01,0.035,5.04,1.43,19990429,195348.3,3.68,5.59,-70.68,3.44,0.27,55720.0
1075,601985,中国核电,新型电力,北京,17.44,155.65,155.65,31419300.0,3868969.5,14780595.0,1272814.0,0.82,0.166,2.85,2.03,20150610,1347065.0,0.87,9.75,0.69,43.9,14.39,483877.0
1076,601198,东兴证券,证券,北京,24.23,27.58,27.58,8576200.0,0.0,19152.86,976207.5,3.54,0.209,7.11,1.42,20150226,452030.84,1.64,4.16,1.99,0.0,39.17,104451.0
1077,600252,中恒集团,中成药,广西,14.95,34.75,34.75,688851.63,354825.06,118747.77,8572.92,0.02,0.09699999999999999,1.61,1.8,20001130,155000.73,0.45,61.71,-12.81,88.51,22.3,150101.0
1078,000014,沙河股份,全国地产,深圳,332.34,2.02,2.02,165046.52,147861.81,1602.0,996.57,0.05,0.015,3.68,2.76,19920602,31104.76,1.54,-59.73,-21.88,26.74,2.53,37173.0
1079,600633,浙数文化,互联网,浙江,18.53,12.9,13.02,997948.81,291626.34,10176.32,327681.19,2.52,0.235,6.06,1.44,19930304,334816.47,2.57,-10.86,-76.81,74.2,40.05,59855.0
1080,002158,汉钟精机,工程机械,上海,22.1,5.3,5.3,312136.66,218754.38,73009.74,40730.35,0.77,0.19699999999999998,3.31,2.63,20070817,66587.43,1.26,14.54,1.43,33.45,12.8,42647.0
1081,300072,三聚环保,环境保护,北京,12.66,18.01,23.51,2664952.5,2265066.0,252181.0,170121.88,0.72,0.517,4.26,3.07,20100427,635321.69,2.7,-15.32,0.1,23.25,11.86,53563.0
1082,000753,漳州发展,汽车服务,福建,29.49,8.84,9.91,497836.94,339360.25,41268.69,65842.8,0.66,0.049,2.23,1.3,19970626,51095.01,0.52,-5.13,328.58,18.06,3.96,72941.0
1083,002920,德赛西威,汽车配件,广东,20.96,1.0,5.5,567140.38,465909.94,54204.6,207004.81,3.76,0.522,6.99,3.13,20171226,107888.76,1.96,-8.75,-19.75,25.83,10.03,46000.0
1084,002267,陕天然气,供气供热,陕西,12.41,11.12,11.12,1155399.75,271566.81,672007.19,128990.01,1.16,0.294,5.06,1.44,20080813,250418.34,2.25,5.27,29.68,13.04,7.63,38248.0
1085,600589,广东榕泰,塑料,广东,18.01,6.62,7.05,538346.13,263557.09,96025.25,129970.5,1.84,0.122,4.42,0.99,20010612,96859.43,1.37,16.11,31.36,25.91,10.75,38454.0
1086,002539,云图控股,农药化肥,四川,24.36,6.06,10.1,989168.69,440789.09,346957.5,113133.35,1.12,0.09,3.05,1.44,20110118,81618.43,0.81,-0.47,23.79,16.06,2.45,36692.0
1087,002482,广田集团,装修装饰,深圳,16.08,13.13,15.37,1760309.25,1426698.13,8109.66,231691.45,1.51,0.183,4.49,1.31,20100929,273108.75,1.78,17.52,30.29,11.52,4.61,24074.0
1088,603757,大元泵业,专用机械,浙江,14.79,0.35,1.17,114777.26,84028.84,23227.68,45899.42,3.91,0.745,7.9,2.79,20170711,33461.87,2.85,16.75,22.14,31.41,16.09,6279.0
1089,600388,龙净环保,环境保护,福建,21.95,10.69,10.69,1616617.63,1286554.88,99666.71,48155.48,0.45,0.23399999999999999,4.27,2.41,20001229,269394.47,2.52,9.63,11.0,25.42,7.73,107032.0
1090,603978,深圳新星,铝,深圳,34.99,0.76,1.6,165590.09,89010.18,50679.51,58081.53,3.63,0.337,8.38,2.81,20170807,55206.2,3.45,5.85,8.72,19.89,11.07,12026.0
1091,002338,奥普光电,电器仪表,吉林,74.99,2.4,2.4,98597.0,67801.8,19924.32,25480.78,1.06,0.08800000000000001,3.32,4.0,20100115,24681.13,1.03,1.76,-19.65,39.46,11.99,17242.0
1092,002582,好想你,食品,河南,22.1,2.47,5.16,475508.56,199491.38,113295.36,222886.7,4.32,0.2,6.47,1.37,20110520,51850.12,1.01,35.11,50.29,28.75,3.93,30377.0
1093,300030,阳普医疗,医疗保健,广东,71.45,2.54,3.09,168596.38,70406.15,28036.53,39450.93,1.28,0.040999999999999995,3.11,1.9,20091225,22301.92,0.72,10.26,-3.3,44.48,4.94,28000.0
1094,002001,新 和 成,化学制药,浙江,7.74,18.24,21.49,1970507.63,1130266.13,481984.25,452782.0,2.11,0.958,7.04,2.11,20040625,781168.44,3.64,78.34,251.32,64.54,44.26,80000.0
1095,000777,中核科技,机械基件,江苏,71.58,3.83,3.83,214617.92,140424.69,27477.77,24948.74,0.65,0.073,3.35,3.1,19970710,49634.26,1.29,62.23,1107.59,19.19,5.1,81408.0
1096,600868,梅雁吉祥,水力发电,广东,416.61,18.98,18.98,234679.05,22946.67,142049.92,41031.15,0.22,0.004,1.2,2.48,19940912,-9694.21,-0.05,-18.67,-93.84,32.42,7.17,355805.0
1097,600496,精工钢构,钢加工,安徽,22.62,15.1,18.1,1260817.0,942088.81,75678.22,98027.78,0.54,0.07,2.77,1.07,20020605,181488.95,1.0,28.44,114.05,12.0,3.05,130130.0
1098,603767,中马传动,汽车配件,浙江,34.62,0.95,2.99,177805.31,102803.72,55766.96,64160.1,2.15,0.107,4.65,1.6,20170613,35936.2,1.2,3.02,-26.58,18.36,7.24,24308.0
1099,600717,天津港,港口,天津,13.91,16.75,16.75,3591546.5,949598.69,1421492.38,286238.0,1.71,0.267,9.4,0.79,19960614,893723.38,5.34,-17.84,-18.34,19.98,7.54,114526.0
1100,600405,动力源,电气设备,北京,0.0,5.53,5.62,270517.16,138271.48,93081.31,53321.94,0.95,-0.09,2.33,1.92,20040401,21382.92,0.38,-20.33,-47.83,33.09,-11.76,103809.0
1101,300176,鸿特科技,汽车配件,广东,16.65,1.97,2.04,291305.34,144799.44,104445.06,22275.56,1.09,1.876,6.73,9.28,20110215,89842.65,4.41,133.86,732.4,70.03,18.31,7780.0
1102,000785,武汉中商,百货,湖北,9.14,2.51,2.51,262139.34,113635.56,62815.73,7361.7,0.29,0.40700000000000003,4.71,1.58,19970711,62250.46,2.48,1.96,129.76,22.43,4.97,20295.0
1103,603958,哈森股份,服饰,江苏,25.87,0.66,2.2,135472.52,113425.92,11978.51,47897.9,2.18,0.17300000000000001,5.07,1.76,20160629,37136.8,1.69,-6.48,-13.06,54.41,5.24,21178.0
1104,300675,建科院,建筑施工,深圳,545.84,0.81,1.47,79271.25,52396.0,8122.77,12754.12,0.87,0.025,2.81,9.56,20170719,12584.46,0.86,8.08,9.55,31.82,2.35,19294.0
1105,002735,王子新材,塑料,深圳,64.8,0.43,0.84,74749.18,57251.96,10856.4,24278.5,2.88,0.21,6.33,4.01,20141203,27392.76,3.25,8.29,-14.36,23.56,5.83,8713.0
1106,600620,天宸股份,综合类,上海,33.69,6.87,6.87,283017.28,63753.53,6249.4,785.12,0.01,0.08900000000000001,3.4,1.76,19921117,16045.99,0.23,1.86,-1.76,41.66,243.21,23874.0
1107,603536,惠发股份,食品,山东,67.91,0.42,1.68,94777.72,31470.36,44798.73,17823.38,1.06,0.066,3.71,2.43,20170613,25755.84,1.53,15.41,-33.28,25.06,2.89,11613.0
1108,600585,海螺水泥,水泥,安徽,7.37,40.0,52.99,12432690.0,4823138.0,5931060.5,1057984.75,2.0,2.4419999999999997,18.1,1.99,20020207,7717277.0,14.56,43.36,92.68,44.23,28.29,81109.0
1109,300562,乐心医疗,医疗保健,广东,149.54,0.84,1.89,78577.3,50313.06,13714.02,12163.75,0.64,0.045,2.73,4.95,20161116,17598.7,0.93,-15.83,157.58,24.38,2.55,20791.0
1110,600497,驰宏锌锗,铅锌,云南,15.73,43.1,50.91,3155185.25,440242.09,1128451.38,817611.63,1.61,0.14400000000000002,2.84,1.59,20040420,73898.31,0.15,12.88,34.34,17.8,7.08,185320.0
1111,002660,茂硕电源,电气设备,深圳,351.91,2.11,2.74,204419.95,114123.11,57613.26,41147.8,1.5,0.009000000000000001,2.97,2.04,20120316,10205.95,0.37,-22.81,-54.75,16.85,0.38,26000.0
1112,300577,开润股份,纺织,安徽,41.24,0.64,2.18,114999.02,98711.21,9302.96,7112.27,0.33,0.39,2.46,12.88,20161221,24675.86,1.13,75.26,38.89,25.32,9.64,4588.0
1113,000048,*ST康达,饲料,深圳,63.44,3.85,3.91,411219.47,294385.66,61068.01,4547.55,0.12,0.179,2.8,8.12,19941101,0.0,0.0,59.32,318.58,31.06,6.57,9124.0
1114,002264,新 华 都,超市连锁,福建,373.41,6.02,6.92,365026.81,212983.97,32456.8,117144.47,1.69,0.01,2.39,3.17,20080731,-30338.3,-0.44,0.3,-83.23,22.17,0.2,61436.0
1115,002484,江海股份,元器件,江苏,22.61,7.64,8.15,390842.91,257874.97,66829.38,137999.06,1.69,0.134,3.86,1.57,20100929,79084.15,0.97,22.26,24.15,24.69,12.11,22788.0
1116,603079,圣达生物,食品,浙江,29.59,0.37,1.12,100060.31,59673.36,19032.32,43135.25,3.85,0.33399999999999996,7.0,2.82,20170823,21496.06,1.92,-14.49,-10.29,39.54,17.42,11424.0
1117,600559,老白干酒,白酒,河北,38.05,4.9,6.66,532514.75,275334.31,97877.34,123710.27,1.86,0.23,3.82,4.37,20021029,54575.4,0.82,31.78,208.01,62.64,10.03,36401.0
1118,600077,宋都股份,全国地产,浙江,17.54,13.4,13.4,2195440.25,1905124.75,5696.47,40707.21,0.3,0.087,2.86,1.06,19970520,189799.92,1.42,74.9,623.43,45.07,9.74,33639.0
1119,300387,富邦股份,化工原料,湖北,19.01,2.89,2.91,156743.19,83524.05,18804.75,38766.55,1.33,0.16,3.77,1.61,20140702,40176.4,1.38,15.15,6.11,34.77,16.04,9370.0
1120,600612,老凤祥,服饰,上海,14.09,3.17,5.23,1532801.0,1435661.0,36382.75,55027.57,1.05,1.242,12.0,2.92,19920814,481188.69,9.2,10.3,11.55,7.78,2.57,39639.0
