,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
0,300135,宝利国际,化工原料,江苏,53.4,9.22,9.22,325785.97,224714.47,78882.56,3525.6,0.04,0.027000000000000003,1.33,2.19,20101026,22610.8,0.25,9.58,22.56,13.73,3.49,54283.0
1,300071,华谊嘉信,广告包装,北京,32.25,4.17,6.78,320091.91,178485.22,3384.68,1464.21,0.02,0.057,1.36,2.72,20100421,16419.13,0.24,-2.41,5.96,19.89,2.63,28359.0
2,002554,惠博普,石油开采,北京,33.89,7.69,10.71,484821.09,263120.09,45760.35,51916.34,0.48,0.06,2.05,1.81,20110225,67778.59,0.63,-10.78,2.11,23.37,7.68,68712.0
3,002418,康盛股份,机械基件,浙江,0.0,10.04,11.36,984316.38,485889.19,86833.81,37896.03,0.33,-0.006,1.94,1.74,20100601,62790.5,0.55,4.18,-109.3,11.09,-0.43,35184.0
4,600165,新日恒力,钢加工,宁夏,0.0,6.85,6.85,222543.66,143317.05,16254.2,33692.09,0.49,-0.006,1.25,3.57,19980529,-19504.74,-0.28,-40.53,65.02,7.07,-1.26,15340.0
5,000793,华闻传媒,出版业,海南,46.82,19.21,20.01,1660739.88,554102.69,58406.85,378051.28,1.89,0.040999999999999995,4.93,0.78,19970729,368812.59,1.84,-2.47,-77.23,27.87,5.7,86073.0
6,002143,印纪传媒,影视音像,四川,174.1,9.74,17.7,445659.06,404362.06,226.6,-1626.99,-0.01,0.012,1.64,2.6,20070720,273401.13,1.54,-49.36,-91.89,51.05,5.56,19886.0
7,000498,山东路桥,建筑施工,山东,17.74,4.41,11.2,1926262.38,1481400.0,63176.86,-55383.69,-0.49,0.12,3.66,1.17,19970609,257786.47,2.3,32.11,-47.93,6.96,2.41,51171.0
8,002628,成都路桥,建筑施工,四川,206.18,7.25,7.37,530104.31,369589.63,4279.03,83869.86,1.14,0.015,3.64,1.72,20111103,93105.06,1.26,56.63,-23.36,0.24,1.04,29075.0
9,000576,广东甘化,造纸,广东,0.0,4.36,4.43,104388.8,72859.13,4390.37,84243.13,1.9,-0.084,2.21,2.92,19940907,-35633.01,-0.8,-60.46,-84.48,2.06,-23.42,30347.0
10,603085,天成自控,汽车配件,浙江,52.77,0.79,2.24,162141.06,94974.96,40398.73,51360.59,2.29,0.134,4.42,3.2,20150630,22536.46,1.01,42.85,7.71,26.88,7.39,6776.0
11,002219,恒康医疗,中成药,甘肃,46.68,18.65,18.65,1004764.88,319343.19,203795.13,108219.77,0.58,0.039,2.28,1.59,20080306,118436.72,0.63,67.86,-56.3,31.11,3.88,24831.0
12,601068,中铝国际,建筑施工,北京,51.1,2.96,29.59,4539973.0,3683219.5,219201.34,17406.48,0.06,0.078,2.82,2.85,20180831,424189.41,1.43,0.0,0.0,9.12,1.64,0.0
13,600687,刚泰控股,黄金,甘肃,30.23,10.79,14.89,1316137.38,1061221.5,51316.81,290196.34,1.95,0.073,4.13,1.06,19931108,167376.27,1.12,36.27,-57.5,9.88,2.0,27356.0
14,002072,凯瑞德,互联网,山东,0.0,1.69,1.76,69260.5,48252.48,214.73,19168.22,1.09,-0.055999999999999994,0.29,31.08,20061018,-35496.9,-2.02,2.14,-458.1,13.97,-18.76,12041.0
15,600579,天华院,化工机械,山东,180.15,4.11,4.11,172462.2,129449.3,19148.99,158476.55,3.86,0.025,2.84,3.21,20020809,-85721.06,-2.09,22.99,184.59,15.08,3.75,18257.0
16,603677,奇精机械,机械基件,浙江,36.38,0.55,1.96,154550.72,101587.06,32576.41,49064.05,2.5,0.2,4.62,3.04,20170206,24475.09,1.25,2.43,-19.25,18.35,5.95,6238.0
17,002921,联诚精密,汽车配件,山东,56.26,0.2,0.8,117140.17,60525.73,39340.85,42029.93,5.25,0.33899999999999997,8.4,4.54,20171227,16438.6,2.05,10.49,14.51,24.28,8.42,15483.0
18,002935,天奥电子,元器件,四川,80.2,0.27,1.07,98617.71,93489.7,2732.2,8131.02,0.76,0.255,7.93,5.15,20180903,41890.71,3.93,0.0,0.0,30.68,8.4,52842.0
19,300491,通合科技,电气设备,河北,378.89,0.51,1.45,54536.28,35244.39,16189.77,16913.25,1.17,0.022000000000000002,2.97,5.58,20151231,11004.32,0.76,3.58,150.53,37.78,4.69,17011.0
20,002871,伟隆股份,机械基件,山东,39.42,0.29,1.16,69637.5,46385.75,12396.32,22415.6,1.94,0.263,4.86,4.27,20170511,19184.3,1.66,7.76,5.36,35.62,21.28,12530.0
21,002800,天顺股份,仓储物流,新疆,856.43,0.35,0.75,91037.05,71363.06,4765.25,15270.51,2.04,0.013000000000000001,5.86,3.84,20160530,19092.52,2.56,-36.36,-95.1,8.97,0.29,12538.0
22,601330,绿色动力,环境保护,深圳,74.47,1.16,11.61,784969.25,125932.2,1195.97,85880.34,0.74,0.16,2.37,9.12,20180611,67946.06,0.59,0.0,0.0,60.91,33.53,98090.0
23,300664,鹏鹞环保,环境保护,江苏,35.39,0.8,4.8,486869.5,180049.41,12178.08,128998.05,2.69,0.22,6.19,2.49,20180105,116440.81,2.43,27.4,-13.02,50.83,25.99,44080.0
24,300350,华鹏飞,软件服务,深圳,33.84,2.51,5.31,306660.91,159195.63,25832.14,95635.4,1.8,0.091,3.63,1.7,20120821,39652.28,0.75,6.01,-17.5,31.8,10.43,24924.0
25,002933,新兴装备,航空,北京,71.56,0.29,1.17,87114.06,78663.46,2611.9,10253.41,0.87,0.484,8.9,7.79,20180828,52822.11,4.5,0.0,0.0,71.83,35.03,57623.0
26,002692,睿康股份,电气设备,江苏,38.23,7.15,7.18,323190.5,259816.27,45419.44,14979.42,0.21,0.047,2.12,1.71,20120808,57448.98,0.8,18.8,2.01,18.02,2.43,18146.0
27,000669,金鸿控股,供气供热,吉林,13.57,6.7,6.8,1284163.88,163097.94,652111.94,159855.63,2.35,0.267,6.33,1.15,19961210,191766.86,2.82,25.12,5.39,21.51,8.89,25451.0
28,600903,贵州燃气,供气供热,贵州,74.81,1.22,8.13,815560.81,221920.67,352814.91,51021.3,0.63,0.147,2.87,7.67,20171107,32394.25,0.4,27.41,35.59,20.6,7.26,83866.0
29,002906,华阳集团,汽车配件,广东,217.5,0.73,4.73,446755.5,327544.0,81478.85,87557.61,1.85,0.031,7.17,1.89,20171013,194094.05,4.1,-17.77,-89.16,18.92,0.91,38220.0
30,002848,高斯贝尔,通信设备,湖南,0.0,0.88,1.67,137378.86,99581.57,16021.05,13402.07,0.8,-0.18600000000000003,3.87,2.85,20170213,31340.94,1.88,-27.54,-258.89,14.51,-8.01,27194.0
31,002893,华通热力,供气供热,北京,23.73,0.3,1.2,135929.55,53252.48,40083.98,26070.17,2.17,0.42200000000000004,5.27,3.8,20170915,24203.17,2.02,7.21,-34.36,18.09,8.78,18629.0
32,600146,商赢环球,塑料,宁夏,65.79,2.0,4.7,445459.44,213838.34,9426.42,262525.84,5.59,0.073,6.64,1.44,19990707,3479.62,0.07,54.77,-36.12,34.73,2.46,11774.0
33,002700,新疆浩源,供气供热,新疆,68.08,3.13,4.22,112405.9,64444.81,39279.26,2375.48,0.06,0.075,2.32,4.42,20120921,47121.76,1.12,5.15,-13.01,33.72,18.34,23880.0
34,601225,陕西煤业,煤炭开采,陕西,6.77,100.0,100.0,11462619.0,3362195.25,3064679.5,739440.31,0.74,0.594,4.67,1.72,20140128,2541205.75,2.54,2.57,8.61,54.68,22.65,66228.0
35,300266,兴源环境,环境保护,浙江,24.42,14.53,15.64,1091054.0,792377.0,36712.51,190134.61,1.22,0.081,2.49,1.59,20110927,90673.46,0.58,-0.55,-51.05,21.52,8.13,40000.0
36,002451,摩恩电气,电气设备,上海,141.24,4.16,4.39,151820.88,62674.76,34217.39,6841.43,0.16,0.026000000000000002,1.51,4.82,20100720,14376.12,0.33,34.33,-47.05,23.44,4.1,35072.0
37,002584,西陇科学,化工原料,广东,38.3,2.79,5.85,307021.0,181431.63,57508.6,67653.31,1.16,0.079,2.98,2.04,20110602,51024.26,0.87,8.75,31.59,14.37,2.69,33298.0
38,300411,金盾股份,专用机械,浙江,58.11,1.31,4.74,380869.88,156252.81,23271.1,285440.88,6.02,0.094,7.27,1.5,20141231,30284.26,0.64,69.17,171.08,40.15,16.75,18634.0
39,000760,斯太尔,汽车配件,湖北,0.0,6.54,7.72,211469.45,59262.98,30312.3,142629.5,1.85,-0.187,2.16,2.04,19970627,-51618.67,-0.67,92.14,-219.91,10.21,-119.14,52336.0
40,002229,鸿博股份,广告包装,福建,0.0,4.12,5.03,210437.8,123908.15,59463.13,89426.31,1.78,-0.019,3.18,2.05,20080508,17394.96,0.35,17.62,43.96,21.05,-2.73,51929.0
41,300278,华昌达,专用机械,湖北,89.46,2.68,5.98,472931.69,299213.31,51185.4,87814.31,1.47,0.04,2.74,2.58,20111216,41800.87,0.7,-27.0,-63.75,16.93,1.96,25474.0
42,600666,奥瑞德,元器件,黑龙江,58.68,7.95,12.27,579746.56,247678.47,105743.13,79023.11,0.64,0.034,2.18,1.83,19930712,103604.75,0.84,34.65,-44.62,21.19,6.81,101055.0
43,600503,华丽家族,区域地产,上海,273.53,16.02,16.02,658219.06,327930.5,10816.01,100009.28,0.62,0.006999999999999999,2.28,1.71,20020709,82432.31,0.51,-69.83,-81.99,38.4,5.31,193377.0
44,000159,国际实业,石油贸易,新疆,0.0,4.81,4.81,276158.28,156800.13,36015.46,37429.85,0.78,-0.081,4.25,0.97,20000926,108290.92,2.25,141.79,35.16,14.65,-12.24,54924.0
45,000418,小天鹅Ａ,家用电器,江苏,16.3,4.39,6.32,1954952.63,1773853.63,106437.6,129679.4,2.05,1.426,11.62,4.0,19970328,505812.41,8.0,14.09,23.31,26.6,7.48,17037.0
46,603329,上海雅仕,仓储物流,上海,38.63,0.33,1.32,110924.3,95579.49,9775.82,35471.85,2.69,0.28600000000000003,5.5,4.03,20171229,22224.1,1.68,1.29,6.02,11.39,5.25,18812.0
47,000034,神州数码,综合类,深圳,18.71,3.58,6.54,2545469.25,2002461.63,20016.48,238062.77,3.64,0.409,5.49,2.79,19940509,49011.9,0.75,26.62,31.24,4.75,0.81,29504.0
48,603885,吉祥航空,空运,上海,18.86,17.97,17.97,2066271.38,782183.38,721656.5,324235.75,1.8,0.344,4.93,2.63,20150527,331533.34,1.84,18.26,-1.07,17.0,8.92,25467.0
49,603499,翔港科技,广告包装,上海,42.02,0.25,1.01,70256.93,39042.48,22415.95,30435.19,3.0,0.252,5.07,4.19,20171016,10976.45,1.08,14.31,2.64,23.76,14.37,16147.0
50,000673,当代东方,影视音像,山西,24.35,7.87,7.92,407797.69,275929.31,4694.4,145659.56,1.84,0.14400000000000002,2.87,2.44,19970124,140.78,0.0,25.44,360.04,37.23,22.47,29218.0
51,300663,科蓝软件,软件服务,北京,0.0,1.23,2.01,118994.7,113386.32,203.78,35684.8,1.77,-0.16399999999999998,3.19,5.76,20170608,11568.03,0.57,5.96,-8.02,37.81,-15.51,17737.0
52,002509,天广中茂,专用机械,福建,13.97,19.48,24.92,958995.31,678464.94,84383.96,122469.4,0.49,0.098,2.11,1.3,20101123,147131.16,0.59,8.34,1.38,26.67,14.6,46383.0
53,600290,华仪电气,电气设备,浙江,139.61,5.27,7.6,749038.31,538186.25,106933.52,287092.22,3.78,0.015,5.48,0.78,20001106,49038.5,0.65,12.93,13.64,25.08,1.48,14832.0
54,600132,重庆啤酒,啤酒,重庆,30.14,4.84,4.84,364873.0,178459.94,126802.97,0.0,0.0,0.434,2.04,12.83,19971030,27412.71,0.57,10.91,29.74,39.41,11.9,22234.0
55,002911,佛燃股份,供气供热,广东,24.88,0.56,5.56,525126.56,162483.91,267401.88,65888.21,1.19,0.43,4.43,4.82,20171122,107979.8,1.94,17.44,22.64,21.37,10.03,32115.0
56,603555,贵人鸟,服饰,福建,68.4,6.29,6.29,737545.06,385584.84,79077.75,91937.38,1.46,0.055,3.51,2.13,20140124,43803.18,0.7,-2.67,-73.51,32.66,2.24,18520.0
57,002291,星期六,服饰,广东,40.9,3.97,3.99,309589.38,240799.95,11606.88,94891.55,2.38,0.07400000000000001,3.81,1.59,20090903,9726.95,0.24,-6.84,32.22,56.81,4.01,26420.0
58,300688,创业黑马,综合类,北京,101.75,0.37,0.68,46302.37,44312.01,415.33,21630.93,3.18,0.242,5.68,8.68,20170810,9657.9,1.42,21.17,7.83,49.84,18.73,15443.0
59,603066,音飞储存,仓储物流,江苏,25.49,1.38,3.02,118315.32,97605.5,9677.24,19727.0,0.65,0.188,3.02,3.17,20150611,37197.65,1.23,25.26,32.75,33.14,16.1,21715.0
60,300003,乐普医疗,医疗保健,北京,37.36,14.07,17.82,1399036.63,546117.0,118492.47,43450.12,0.24,0.455,3.55,9.58,20091030,350176.75,1.97,35.37,63.48,72.8,27.41,31159.0
61,300450,先导智能,专用机械,江苏,31.16,4.57,8.82,683516.44,516471.94,21353.07,100065.68,1.13,0.371,3.45,6.69,20150518,105450.15,1.2,131.32,82.64,38.82,22.7,27293.0
62,300090,盛运环保,环境保护,安徽,0.0,8.77,13.2,1272249.25,621823.13,69069.3,219144.38,1.66,-0.07,2.62,1.16,20100625,-3426.28,-0.03,-43.35,-267.38,31.22,-20.4,25993.0
63,300507,苏奥传感,汽车配件,江苏,24.69,0.57,1.22,108907.55,85211.18,11888.5,33300.25,2.72,0.423,7.37,2.83,20160429,43095.26,3.53,6.03,-0.88,30.27,16.27,15952.0
64,000721,西安饮食,酒店餐饮,陕西,0.0,4.36,4.99,110558.7,49642.3,30549.46,5551.46,0.11,-0.004,1.32,3.4,19970430,5454.18,0.11,1.08,-88.18,34.68,-0.81,56419.0
65,002107,沃华医药,中成药,山东,36.6,3.49,3.61,92583.18,58361.4,23372.35,234.61,0.01,0.11,1.63,4.74,20070124,21380.24,0.59,10.06,5.68,80.01,10.6,34701.0
66,300337,银邦股份,铝,江苏,176.63,7.01,8.22,274124.03,123023.07,118650.27,57130.86,0.7,0.017,1.89,3.25,20120718,12337.62,0.15,9.66,-48.01,8.72,1.47,15146.0
67,600311,荣华实业,黄金,甘肃,0.0,6.66,6.66,94221.21,58846.15,28163.7,21943.92,0.33,-0.069,1.18,2.62,20010626,-15339.99,-0.23,-61.02,-1491.61,-14.29,-113.54,79207.0
68,002307,北新路桥,建筑施工,新疆,163.97,8.92,8.98,2042141.75,1182634.0,51572.95,49092.98,0.55,0.03,2.11,3.22,20091111,41107.56,0.46,6.71,4.04,12.03,0.68,90700.0
69,600692,亚通股份,房产服务,上海,52.56,2.55,3.52,206318.95,156941.36,3664.53,6123.2,0.17,0.067,2.05,3.42,19931119,24797.61,0.7,-45.46,7.2,22.65,6.33,37765.0
70,300032,金龙机电,元器件,浙江,0.0,7.89,8.03,561706.06,278145.13,133453.61,319012.75,3.97,-0.561,4.47,0.85,20091225,-54376.96,-0.68,2.45,-295.81,8.05,-28.24,31851.0
71,603337,杰克股份,纺织机械,浙江,22.01,0.81,3.06,373801.72,262899.72,75789.03,71676.9,2.34,0.7190000000000001,7.35,4.31,20170119,112944.1,3.69,48.38,57.34,27.43,10.73,6470.0
72,002425,凯撒文化,互联网,广东,17.33,8.04,8.14,461166.44,85638.97,3332.12,214386.55,2.63,0.14400000000000002,4.63,1.08,20100608,73893.38,0.91,5.46,18.94,59.35,39.31,28627.0
73,002643,万润股份,化工原料,山东,21.73,8.92,9.09,476092.94,227137.45,134237.56,207893.59,2.29,0.212,4.55,2.03,20111220,98412.06,1.08,1.25,-9.75,37.05,15.09,36465.0
74,002622,融钰集团,电气设备,吉林,734.16,8.4,8.4,180782.63,39785.95,21133.76,41.79,0.0,0.002,1.48,2.22,20111018,36574.1,0.44,257.94,-92.42,54.68,1.1,64633.0
75,601100,恒立液压,工程机械,江苏,21.37,8.82,8.82,680609.5,402674.97,202784.63,183406.77,2.08,0.525,4.73,4.75,20111028,128028.31,1.45,59.23,186.65,34.6,21.42,10154.0
76,601888,中国国旅,旅游服务,北京,31.53,19.52,19.52,2441736.5,1872409.25,202748.88,384307.22,1.97,0.983,7.66,8.09,20091015,865053.13,4.43,67.77,47.6,41.22,9.1,30980.0
77,000806,银河生物,生物制药,广西,0.0,6.98,11.0,328919.94,234503.16,31085.09,109372.75,0.99,-0.055,1.86,1.95,19980416,-26282.81,-0.24,-29.63,-187.02,25.67,-15.36,106897.0
78,002644,佛慈制药,中成药,甘肃,51.02,5.11,5.11,233282.34,99756.28,14525.4,32801.31,0.64,0.083,2.73,3.1,20111222,48425.69,0.95,22.99,22.85,30.85,15.51,35914.0
79,002607,亚夏汽车,汽车服务,安徽,80.22,7.05,8.2,435751.19,211031.3,81259.75,71296.75,0.87,0.046,2.38,3.1,20110810,37455.2,0.46,-3.77,-11.41,7.27,1.36,69824.0
80,002716,金贵银业,小金属,湖南,24.78,5.42,9.6,991941.63,702141.13,137286.56,172989.42,1.8,0.13699999999999998,3.91,1.73,20140128,124075.47,1.29,24.03,11.59,7.69,2.4,60370.0
81,300128,锦富技术,元器件,江苏,1597.56,10.66,10.94,426870.44,234425.16,63855.36,41304.73,0.38,0.001,1.85,2.0,20101013,46185.21,0.42,14.58,-90.93,10.49,0.08,27714.0
82,002676,顺威股份,塑料,广东,0.0,7.2,7.2,190459.56,117763.8,55012.03,6072.4,0.08,-0.016,1.41,2.35,20120525,19603.22,0.27,10.32,-190.73,17.19,-1.25,35194.0
83,002198,嘉应制药,中成药,广东,134.9,4.65,5.08,86892.43,37575.46,25710.6,12340.65,0.24,0.022000000000000002,1.5,4.04,20071218,10307.11,0.2,14.23,15.16,67.91,5.34,36660.0
84,603127,昭衍新药,医疗保健,北京,132.68,0.56,1.15,100898.93,62803.83,23376.95,24083.0,2.09,0.195,4.87,10.64,20170825,20056.4,1.74,42.21,84.17,51.32,16.61,6805.0
85,002021,中捷资源,纺织机械,浙江,36.9,6.87,6.88,167856.2,105151.47,23069.46,50035.28,0.73,0.04,1.4,2.11,20040715,-26207.42,-0.38,41.91,162.99,17.39,4.59,32409.0
86,002585,双星新材,塑料,江苏,25.13,8.52,11.56,940001.81,506676.25,237459.09,518554.56,4.48,0.135,6.52,1.04,20110602,105885.32,0.92,29.78,71.13,17.43,9.05,32624.0
87,600293,三峡新材,玻璃,湖北,13.27,5.17,11.62,756634.75,399918.19,159289.86,203994.27,1.76,0.184,3.37,1.45,20000919,64262.51,0.55,23.83,17.77,6.75,2.87,42501.0
88,600568,中珠医疗,区域地产,湖北,48.49,15.65,19.93,723043.0,451471.34,42433.12,298950.78,1.5,0.028999999999999998,3.01,0.93,20010518,92261.05,0.46,19.84,-66.89,51.11,13.11,21593.0
89,601088,中国神华,煤炭开采,北京,8.18,164.91,198.9,59231200.0,16400499.0,30247802.0,7475200.0,3.76,1.155,15.49,1.22,20071009,18797600.0,9.45,5.69,-5.5,41.42,18.04,197022.0
90,000587,金洲慈航,批发业,黑龙江,42.14,12.13,21.24,3601786.0,1814589.38,5413.23,474906.31,2.24,0.036000000000000004,4.47,0.68,19960425,258443.91,1.22,96.7,-79.2,4.54,0.92,45547.0
91,603233,大参林,医药商业,广东,30.66,0.64,4.0,576904.81,377007.69,76163.8,97236.18,2.43,0.72,7.01,6.29,20170731,135025.25,3.38,16.61,15.92,41.67,7.05,8901.0
92,603658,安图生物,医疗保健,河南,54.41,1.37,4.2,224801.7,85541.96,79123.75,53614.45,1.28,0.5870000000000001,3.84,16.64,20160901,50916.82,1.21,45.63,28.84,66.72,29.07,11862.0
93,300549,优德精密,专用机械,江苏,35.02,0.61,1.33,73834.77,53988.21,9858.3,17396.86,1.3,0.2,3.69,3.8,20160930,15705.45,1.18,-19.63,-34.56,35.79,13.79,11400.0
94,603826,坤彩科技,染料涂料,福建,34.14,1.89,4.68,132457.25,63459.85,38553.18,38362.51,0.82,0.23,2.58,5.05,20170414,30947.35,0.66,28.62,43.74,45.24,31.04,25483.0
95,002178,延华智能,建筑施工,上海,73.49,6.58,7.12,215196.66,149144.31,9749.92,26066.5,0.37,0.031,1.61,2.78,20071101,14666.85,0.21,-0.01,452.88,9.65,3.95,63936.0
96,600695,绿庭投资,多元金融,上海,0.0,3.66,7.11,94846.03,23479.0,1892.49,38475.9,0.54,-0.008,0.91,3.76,19931122,-68069.4,-0.96,0.86,-143.01,82.62,-26.31,53949.0
97,000506,中润资源,区域地产,山东,0.0,9.29,9.29,245159.45,140081.34,56085.68,5125.95,0.06,-0.027999999999999997,1.05,3.05,19930312,-7060.99,-0.08,-25.59,80.51,11.29,-12.99,52160.0
98,300225,金力泰,染料涂料,上海,233.15,4.69,4.7,117900.82,77236.09,27929.0,2514.41,0.05,0.011000000000000001,1.9,2.81,20110531,31877.63,0.68,-1.98,-79.26,18.66,1.49,24389.0
99,000897,津滨发展,区域地产,天津,0.0,16.17,16.17,646624.25,627047.0,866.62,30965.06,0.19,-0.013999999999999999,0.71,3.58,19990422,-83556.71,-0.52,0.81,39.51,33.5,-34.37,132924.0
100,300146,汤臣倍健,食品,广东,19.41,8.79,14.69,612733.5,382725.78,63664.88,203696.94,1.39,0.48,3.65,5.1,20101215,153306.48,1.04,45.95,21.01,69.2,32.48,62603.0
101,300296,利亚德,半导体,北京,18.34,15.59,25.43,1231662.13,761934.31,86097.15,188316.48,0.74,0.23,2.83,2.98,20120315,268926.13,1.06,43.71,57.92,36.08,16.22,34413.0
102,002682,龙洲股份,公路,福建,19.26,4.32,5.62,758720.56,417552.13,139806.44,158063.94,2.81,0.128,4.89,1.01,20120612,71978.7,1.28,20.03,31.77,15.91,3.74,24438.0
103,603886,元祖股份,食品,上海,100.83,1.21,2.4,202863.95,122368.63,31495.36,51494.55,2.15,0.08800000000000001,4.7,3.76,20161228,26493.59,1.1,8.56,513.76,61.5,2.94,14883.0
104,002547,春兴精工,通信设备,江苏,66.39,7.98,11.28,867348.81,427718.31,210934.7,144012.63,1.28,0.027000000000000003,2.41,1.47,20110218,10904.82,0.1,57.76,-37.49,18.26,1.3,70213.0
105,002120,韵达股份,仓储物流,浙江,25.9,2.35,17.13,1504445.75,908824.69,298339.09,421722.56,2.46,0.584,5.7,5.31,20070306,400752.47,2.34,36.95,33.78,29.24,16.95,6827.0
106,600939,重庆建工,建筑施工,重庆,25.43,4.1,18.15,6472282.5,5045816.5,138043.91,107771.21,0.59,0.09,3.43,1.52,20170221,194630.81,1.07,4.38,16.82,4.87,0.84,54289.0
107,600039,四川路桥,建筑施工,四川,13.44,30.2,36.11,7652722.5,3580463.25,233374.55,298738.59,0.83,0.132,3.7,0.96,20030325,589965.81,1.63,16.72,27.52,9.47,3.09,137589.0
108,603939,益丰药房,医药商业,湖南,42.24,3.63,3.63,502982.09,327600.31,31824.25,200596.44,5.53,0.621,9.05,5.8,20150217,86177.75,2.38,33.71,45.48,40.58,7.52,7178.0
109,300357,我武生物,生物制药,浙江,62.25,2.54,2.91,89104.15,68496.11,11982.46,5242.96,0.18,0.35700000000000004,2.89,15.4,20140121,42760.35,1.47,32.44,32.02,93.9,47.52,9998.0
110,002745,木林森,半导体,广东,23.27,5.2,12.77,3120901.5,1805313.75,684418.25,512276.91,4.01,0.63,7.13,2.47,20150217,231252.38,1.81,92.91,58.11,22.42,6.92,28417.0
111,600853,龙建股份,建筑施工,黑龙江,58.19,5.37,6.44,1330644.88,1073008.25,43867.23,45297.56,0.7,0.033,2.21,1.73,19940404,31365.85,0.49,-18.02,11.33,11.2,0.86,55242.0
112,002259,升达林业,供气供热,四川,0.0,7.24,7.52,284906.13,171517.98,79040.8,71885.8,0.96,-0.043,2.18,1.32,20080716,13266.97,0.18,-14.18,-466.68,12.1,-6.56,37927.0
113,603186,华正新材,元器件,浙江,31.65,0.74,1.31,202758.11,123391.17,36067.48,20517.17,1.57,0.239,4.82,3.14,20170103,28127.05,2.15,4.44,-39.72,18.3,4.06,10708.0
114,603023,威帝股份,汽车配件,黑龙江,31.13,3.6,3.6,61034.03,49543.64,2591.07,662.03,0.02,0.094,1.56,3.76,20150527,13963.57,0.39,59.75,58.49,53.67,36.44,19983.0
115,000629,攀钢钒钛,小金属,四川,10.94,47.67,85.9,997825.19,384041.19,438466.84,553982.13,0.64,0.134,0.64,4.61,19961115,-1011932.13,-1.18,60.28,176.65,25.39,16.99,309054.0
116,300692,中环环保,环境保护,安徽,52.68,0.97,1.6,128460.61,24171.09,4804.43,36227.21,2.26,0.14400000000000002,4.47,3.39,20170821,18580.01,1.16,85.92,22.55,33.67,16.21,20087.0
117,000532,华金资本,元器件,广东,103.21,3.43,3.45,249097.97,63073.76,6053.31,2533.68,0.07,0.044000000000000004,2.2,4.12,19940103,32843.51,0.95,-12.31,0.18,40.46,9.66,42995.0
118,600891,秋林集团,百货,黑龙江,35.84,3.84,6.18,533065.31,451776.91,17977.65,150007.92,2.43,0.07200000000000001,4.98,1.03,19960325,86645.95,1.4,50.12,-44.64,4.64,1.02,34415.0
119,603110,东方材料,染料涂料,浙江,55.79,0.36,1.44,71341.31,52778.38,10386.33,23882.64,1.66,0.16,4.33,3.07,20171013,22355.17,1.56,-1.18,-21.37,28.85,9.53,14172.0
120,002507,涪陵榨菜,食品,重庆,31.26,7.72,7.89,265082.03,159798.69,70066.77,2129.11,0.03,0.387,2.68,9.03,20101123,115992.88,1.47,34.11,77.52,55.04,28.7,29106.0
121,300540,深冷股份,专用机械,四川,123.83,0.64,1.24,101703.96,95862.38,1360.65,32024.93,2.57,0.059000000000000004,5.24,2.78,20160823,20431.03,1.64,-10.54,-1.71,36.52,6.46,12704.0
122,600715,文投控股,影视音像,辽宁,647.56,12.84,18.55,1055697.88,431754.69,40389.85,488327.59,2.63,0.004,3.87,1.3,19960701,40962.21,0.22,-34.54,-97.94,22.47,0.86,31010.0
123,600521,华海药业,化学制药,浙江,54.35,12.36,12.51,956525.38,489953.69,229579.02,102222.99,0.82,0.183,3.93,5.07,20030304,223066.16,1.78,8.01,-22.37,58.11,9.03,28091.0
124,002002,鸿达兴业,化工原料,江苏,9.44,24.18,25.89,1378750.75,474481.31,739059.81,106314.57,0.41,0.16,2.29,1.33,20040625,206574.34,0.8,-4.45,-16.87,34.78,14.29,56960.0
125,603726,朗迪集团,机械基件,浙江,22.29,0.33,1.33,144908.73,94591.46,41597.23,17344.67,1.31,0.522,6.33,3.68,20160421,50787.7,3.83,37.38,9.61,24.38,8.33,9904.0
126,300527,中国应急,专用机械,湖北,35.37,2.58,8.75,304026.88,230191.84,35962.56,56564.25,0.65,0.127,2.37,3.77,20160805,56101.28,0.64,3.64,9.31,19.63,9.92,31777.0
127,600682,南京新百,百货,江苏,0.0,9.73,12.93,2249265.75,808885.75,325743.53,429745.09,3.32,-1.43,5.99,1.9,19931018,7549.05,0.06,9.21,-1895.68,38.3,-18.66,14779.0
128,300347,泰格医药,医疗保健,浙江,61.53,3.3,5.0,395550.16,152237.11,25801.11,132517.22,2.65,0.43700000000000006,5.34,10.07,20120817,77510.18,1.55,38.96,82.78,45.83,21.17,15702.0
129,300517,海波重科,建筑施工,湖北,73.45,0.41,1.07,115732.2,88790.56,8184.81,29585.15,2.77,0.102,5.85,2.56,20160719,22534.78,2.11,3.41,-14.84,23.5,7.95,10349.0
130,300588,熙菱信息,软件服务,新疆,0.0,0.75,1.6,103255.56,85339.96,885.87,3448.85,0.22,-0.153,2.15,6.4,20170105,13756.5,0.86,-55.09,-263.79,28.52,-16.71,11706.0
131,300393,中来股份,塑料,江苏,30.88,1.21,2.41,595332.38,336878.19,133543.56,171941.06,7.13,0.275,10.55,1.61,20140912,53177.88,2.21,-22.9,-56.87,24.37,5.48,8815.0
132,603601,再升科技,玻璃,重庆,26.66,5.41,5.41,238324.84,122236.38,48165.23,44919.55,0.83,0.14,2.24,3.32,20150122,18812.18,0.35,154.8,69.17,32.18,13.67,21926.0
